PLAYER_ID,POSITION,TeamID,POSITION_SIMPLE
1630540,G,1610612752,G
1628404,G,1610612752,G
1629718,G,1610612752,G
1630173,F,1610612752,F
1629610,G-F,1610612752,G
1628384,F-G,1610612752,F
1628973,G,1610612752,G
1629003,G-F,1610612752,G
202692,G,1610612752,G
1629603,F,1610612752,F
1629011,C-F,1610612752,C
203944,F-C,1610612752,F
202711,F,1610612752,F
1630579,C,1610612752,C
1628392,C-F,1610612752,C
1641710,G,1610612753,G
1628371,F,1610612753,F
1631216,G,1610612753,G
1629643,F,1610612753,F
1630591,G,1610612753,G
1631094,F,1610612753,F
204060,F-G,1610612753,F
1630284,G,1610612753,G
1630243,G,1610612753,G
1641724,G,1610612753,G
203914,G,1610612753,G
1628365,G,1610612753,G
1629021,F-C,1610612753,F
1630532,F,1610612753,F
1629678,F,1610612753,F
1628976,C-F,1610612753,C
1629048,C-F,1610612753,C
1630175,G,1610612753,G
1630169,G,1610612754,G
1631097,G-F,1610612754,G
1630167,F,1610612754,F
1629614,G-F,1610612754,G
1641716,F,1610612754,F
204456,G,1610612754,G
1631112,G,1610612754,G
201949,F,1610612754,F
203926,F,1610612754,F
1631209,G,1610612754,G
1630543,F,1610612754,F
1630174,G-F,1610612754,G
1630188,F-C,1610612754,F
1641767,G,1610612754,G
1631245,G,1610612754,G
1626167,C-F,1610612754,C
1627783,F,1610612754,F
1631131,F-C,1610612754,F
1630178,G,1610612755,G
1630231,F,1610612755,F
1628964,C,1610612755,C
200768,G,1610612755,G
1629001,G,1610612755,G
1626162,F-G,1610612755,F
1630288,G,1610612755,G
202699,F,1610612755,F
1641741,G,1610612755,G
1627741,G,1610612755,G
203954,C-F,1610612755,C
1626166,G,1610612755,G
1631173,G,1610612755,G
203496,F,1610612755,F
201587,G-F,1610612755,G
1630194,F,1610612755,F
1626220,F,1610612756,F
1626164,G,1610612756,G
1629006,G,1610612756,G
203078,G,1610612756,G
202738,G,1610612756,G
1628960,G,1610612756,G
1627814,G-F,1610612756,G
1629626,C-F,1610612756,C
1630688,F,1610612756,F
1629234,F-C,1610612756,F
203994,C,1610612756,C
1631223,F,1610612756,F
201569,G,1610612756,G
1629642,F-G,1610612756,F
1628962,C-F,1610612756,C
201152,F,1610612756,F
201142,F,1610612756,F
1630240,G,1610612756,G
1630703,G,1610612757,G
1629014,G,1610612757,G
1629028,C,1610612757,C
1629680,G-F,1610612757,G
1630625,F,1610612757,F
1631200,F,1610612757,F
203924,F,1610612757,F
1629650,C,1610612757,C
1627763,G,1610612757,G
1631101,G,1610612757,G
1630204,G-F,1610612757,G
1631303,F,1610612757,F
1641871,C,1610612757,C
1641739,F,1610612757,F
1631133,F,1610612757,F
1629057,C-F,1610612757,C
1630641,C,1610612757,C
1641712,G-F,1610612757,G
201580,C-F,1610612758,C
1628370,G,1610612758,G
1630537,G,1610612758,G
1628368,G,1610612758,G
1628426,F,1610612758,F
1630222,G,1610612758,G
1628989,G-F,1610612758,G
1627734,F-C,1610612758,F
1631099,F,1610612758,F
1630558,G,1610612758,G
1630556,F,1610612758,F
1641771,F,1610612758,F
1641732,G,1610612758,G
1631165,G,1610612758,G
203458,C,1610612758,C
1630259,G,1610612758,G
203084,F,1610612758,F
1626168,F,1610612758,F
1630564,F,1610612759,F
1641705,F-C,1610612759,F
1629640,F-G,1610612759,F
1628984,G,1610612759,G
1631110,F,1610612759,F
1631104,G,1610612759,G
1626224,F,1610612759,F
1631123,G,1610612759,G
1631103,F,1610612759,F
1628380,F-C,1610612759,F
1630170,G-F,1610612759,G
1631321,G,1610612759,G
1631230,F,1610612759,F
1630561,G,1610612759,G
1629646,C-F,1610612759,C
1630577,F,1610612759,F
1630200,G,1610612759,G
1630572,F-C,1610612759,F
1628983,G,1610612760,G
1630581,G,1610612760,G
1629652,G,1610612760,G
1631119,F,1610612760,F
1631096,C-F,1610612760,C
1631114,G-F,1610612760,G
1630198,G,1610612760,G
1630322,F,1610612760,F
1631172,F,1610612760,F
1641745,G,1610612760,G
202687,C,1610612760,C
1641749,F,1610612760,F
1630598,G,1610612760,G
1641717,G,1610612760,G
1630846,C,1610612760,C
202330,F,1610612760,F
1629026,G-F,1610612760,G
203488,F-C,1610612760,F
1642013,C,1610612761,C
1631241,G,1610612761,G
1641711,G-F,1610612761,G
1629667,F,1610612761,F
1630618,G,1610612761,G
1630567,F-G,1610612761,F
1630193,G,1610612761,G
1629628,F-G,1610612761,F
1628971,G-F,1610612761,G
1629670,F,1610612761,F
1631338,F,1610612761,F
202066,G-F,1610612761,G
1627751,C,1610612761,C
1628449,F,1610612761,F
1630534,G,1610612761,G
1629018,G,1610612761,G
203482,F-C,1610612761,F
203903,G,1610612762,G
1641707,F,1610612762,F
1629012,G,1610612762,G
1641718,G,1610612762,G
1629659,G,1610612762,G
1641729,F,1610612762,F
1630554,G,1610612762,G
1627739,G,1610612762,G
1630184,G,1610612762,G
1629677,F,1610612762,F
1628381,F-C,1610612762,F
1628374,F-C,1610612762,F
1631117,C,1610612762,C
1630695,C,1610612762,C
1629647,F,1610612762,F
1630548,G,1610612762,G
1631254,F,1610612762,F
1630209,C,1610612762,C
1630692,G,1610612763,G
1630590,G,1610612763,G
1631222,F,1610612763,F
1631246,G,1610612763,G
1630583,F-C,1610612763,F
1630533,F,1610612763,F
1628379,G,1610612763,G
1629630,G,1610612763,G
1628991,F-C,1610612763,F
1629634,F,1610612763,F
1629139,G-F,1610612763,G
1630217,G,1610612763,G
201565,G,1610612763,G
1630205,F,1610612763,F
203935,G,1610612763,G
1641713,F,1610612763,F
1629723,G,1610612763,G
1641998,C,1610612763,C
1641731,G,1610612764,G
1641774,F,1610612764,F
1631098,G,1610612764,G
1630215,G,1610612764,G
1626145,G,1610612764,G
1631116,F,1610612764,F
1630166,F,1610612764,F
1629673,G,1610612764,G
1631262,G,1610612764,G
1630264,F,1610612764,F
1629013,G,1610612764,G
1626158,F,1610612764,F
1630557,F,1610612764,F
1628398,F,1610612764,F
1628963,F,1610612764,F
1630647,F,1610612764,F
1630551,G-F,1610612764,G
1631105,C,1610612765,C
1630595,G,1610612765,G
1629002,F-C,1610612765,F
1628972,G-F,1610612765,G
1631197,G,1610612765,G
1641709,G-F,1610612765,G
1630164,C,1610612765,C
1630649,G,1610612765,G
1641787,F,1610612765,F
1630201,G,1610612765,G
1631323,F,1610612765,F
1631093,G,1610612765,G
1629656,G,1610612765,G
1631204,G,1610612765,G
1631205,F,1610612765,F
1630191,F-C,1610612765,F
203095,G-F,1610612765,G
201959,F,1610612765,F
1628970,F,1610612766,F
1630163,G,1610612766,G
1629684,F,1610612766,F
1630208,C,1610612766,C
1631109,C,1610612766,C
1631121,G,1610612766,G
1641733,G,1610612766,G
202722,F,1610612766,F
1641735,G,1610612766,G
1628998,F,1610612766,F
1629716,C,1610612766,C
1641778,F,1610612766,F
1630197,F,1610612766,F
1630550,F,1610612766,F
203995,G,1610612766,G
1630544,G,1610612766,G
1641706,F,1610612766,F
203552,G,1610612766,G
