PLAYER_ID,POSITION,TeamID,POSITION_SIMPLE
1626153,G,1610612737,G
1630552,F,1610612737,F
1630536,G,1610612737,G
1628989,G-F,1610612737,G
1630219,G,1610612737,G
1628995,F,1610612737,F
101150,G,1610612737,G
1627789,G-F,1610612737,G
201568,F,1610612737,F
203476,C,1610612737,C
1629027,G,1610612737,G
1629631,F-G,1610612737,F
203992,G,1610612737,G
203991,C,1610612737,C
1630168,F-C,1610612737,F
1628381,F-C,1610612737,F
1630602,F,1610612737,F
1630346,F,1610612738,F
1628369,F-G,1610612738,F
1627759,G-F,1610612738,G
1630238,F,1610612738,F
1628401,G,1610612738,G
1630202,G,1610612738,G
1629684,F,1610612738,F
203917,G,1610612738,G
1629752,F,1610612738,F
1630174,G-F,1610612738,G
1628464,F-C,1610612738,F
1630573,F,1610612738,F
203935,G,1610612738,G
1628436,C-F,1610612738,C
201143,C-F,1610612738,C
1629057,C-F,1610612738,C
1630271,G,1610612738,G
201567,F-C,1610612739,F
1629164,G,1610612739,G
200765,G,1610612739,G
1629012,G,1610612739,G
1627747,G,1610612739,G
1630596,C,1610612739,C
1630612,G,1610612739,G
1629650,C,1610612739,C
1630205,F,1610612739,F
1629685,G-F,1610612739,G
1629636,G,1610612739,G
1626224,F,1610612739,F
202334,C-F,1610612739,C
1628374,F-C,1610612739,F
1628386,C,1610612739,C
1629731,F-C,1610612739,F
1630171,F-G,1610612739,F
1629627,F,1610612740,F
1629607,G,1610612740,G
203468,G,1610612740,G
1628984,G,1610612740,G
1630529,F,1610612740,F
1630230,F,1610612740,F
1626195,C-F,1610612740,C
1629637,C-F,1610612740,C
1629109,F,1610612740,F
1630184,G,1610612740,G
1627742,F,1610612740,F
1630631,G,1610612740,G
202685,C,1610612740,C
203503,G,1610612740,G
1626204,F-C,1610612740,F
1630530,F,1610612740,F
202066,G-F,1610612740,G
1629632,G,1610612741,G
1628366,G,1610612741,G
202684,C-F,1610612741,C
1627884,F,1610612741,F
1627936,G,1610612741,G
1628972,G-F,1610612741,G
203897,G-F,1610612741,G
202696,C,1610612741,C
201942,G-F,1610612741,G
1630245,G,1610612741,G
1628396,C-F,1610612741,C
1630792,F,1610612741,F
1630250,C,1610612741,C
1629744,G,1610612741,G
1629750,G-F,1610612741,G
1629076,F,1610612741,F
1630172,F,1610612741,F
1628425,G-F,1610612742,G
1629033,G-F,1610612742,G
203504,G,1610612742,G
1630589,F,1610612742,F
203939,F-C,1610612742,F
1630182,G,1610612742,G
1627827,F,1610612742,F
203501,G-F,1610612742,G
1628973,G,1610612742,G
1628373,G,1610612742,G
203493,G-F,1610612742,G
203915,G,1610612742,G
1627737,F,1610612742,F
1628467,F,1610612742,F
202722,F,1610612742,F
1626246,C,1610612742,C
1629029,F-G,1610612742,F
203210,F-C,1610612743,F
1630210,G,1610612743,G
1629008,F,1610612743,F
1630538,G,1610612743,G
202326,C,1610612743,C
203115,G,1610612743,G
1627854,G,1610612743,G
1630267,G,1610612743,G
1628432,G,1610612743,G
1628420,G,1610612743,G
203999,C,1610612743,C
1630192,F-C,1610612743,F
203085,G,1610612743,G
1627750,G,1610612743,G
1628427,F,1610612743,F
201145,F,1610612743,F
203932,F,1610612743,F
1627780,G,1610612744,G
1630228,F,1610612744,F
1627814,G-F,1610612744,G
1629185,G,1610612744,G
1629673,G,1610612744,G
1630541,G,1610612744,G
1626172,F,1610612744,F
202357,F,1610612744,F
2738,G-F,1610612744,G
202691,G,1610612744,G
